row_id,paper_id,page_num,chemical_composition,alloy_composition,density,tensile_strength,elongation,thermal_conductivity,thermal_expansion,manufacturing_process,source_label,source_snippet,extracted_from
191,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,26,,GRCop-84,,,2% total strain @ room temperature; 0.7% total strain @ 811 K,,,,Figure 16 caption,"(a)GRCop-84testedatroomtemperatureand2%totalstrain;(b)GRCop-84testedat
811Kand0.7%totalstrain;datacollectedusingstrain-controlledfatiguetestswithatriangularwaveformataconstantstrainrate
of0.12/min",text
192,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,27,,GlidCop Al-15,,,,,,,Text,"At a total strain range of1%undervacuumandat473,543,and673K,Glid- Cop Al-15 failed at approximately 6000, 3000, and 1500 cycles, respectively [97].",text
193,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,27,,GRCop-84,,,,,,extruded,Text,"Based on the Figure 17 at the same strain, GRCop-84 fails at approximately 6000cyclesbetweenroomtemperatureand673Kand 5500 cycles at 873K compared to GRCop-42 which fails at 4500 cycles between room temperature and 873K [82].",text
194,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,27,,GRCop-42,,,,,,extruded,Text,"Based on the Figure 17 at the same strain, GRCop-84 fails at approximately 6000cyclesbetweenroomtemperatureand673Kand 5500 cycles at 873K compared to GRCop-42 which fails at 4500 cycles between room temperature and 873K [82].",text
195,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,29,Zr 0.1–0.5 wt-%,GRCop-84Z (GRCop-84 with Zr addition),,,,,,extruded,Text,"Ellis et al. [104] have shown that relatively low 0.1–0.5wt-% additions of Zr in extruded GRCop-84 (to GRCop-84Z) can improve the mechanical properties through the formation of Cu5Zr precipitates [8,104].",text
196,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"0.65% Cr, 0.08% Zr, balance Cu",Cu-0.65 Cr-0.08 Zr alloy,,,,,,,[74],Hot tensile characteristics and microstructure of a Cu-0.65 Cr-0.08 Zr alloy for fusion reactor applications. J Nucl Mater. 1991;185(1):29–38.,text
197,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% Cr, 4% Nb, balance Cu",Cu8Cr4Nb alloy,,,,,,,[79],"AndersonKR,etal.Microstructuralevolutionandther- malstabilityofprecipitation-strengthenedCu8Cr4Nb alloy.MaterSciEng:A.1993;169(1–2):167–175.",text
198,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% Cr, 4% Nb, balance Cu",Cu-8 Cr-4 Nb alloy,,,,,,,[62],Anderson KR. High temperature coarsening of Cr2Nb precipitates in Cu-8 Cr-4 Nb alloy; M.S. Thesis:UniversityofCaliforniaDavis;1996.,text
199,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% Cr, 4% Nb, balance Cu",Cu–8Cr–4Nb,,,,,,,[69],"Vettraino L, et al. Influence of processing on the microstructure of Cu–8Cr–4Nb. J Mater Sci. 2008;43(19):6546–6555.",text
200,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% Cr, 4% Nb, balance Cu",Cu 8Cr 4Nb alloy,,,,,,,[91],Groza JR. Microstructural features of a new precipi- tation-strengthened Cu 8Cr 4Nb alloy. Mater Charact.1993;31(3):133–141.,text
201,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% Cr, 4% Nb, balance Cu",Cu-8 Cr-4 Nb alloy,,,,,,,[92],"Anderson KR, et al. High-performance dispersion- strengthened Cu-8 Cr-4 Nb alloy. Metall Mater TransA.1995;26(9):2197–2206.",text
202,Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,"8% chromium, 4% niobium, balance copper",copper–8% chromium–4% niobium alloy,,,,,,extruded,[94],"DeckerM,GrozaJ,GibelingJ.Creeppropertiesofanextrudedcopper–8%chromium–4%niobiumalloy. MaterSciEng:A.2004;369(1-2):101–111.",text
203,20190033311,1,Cu-4 at.% Cr-2 at.% Nb,GRCop-42,,,,,,SLM,Text,specifically GRCop-42 (Cu-4 at.% Cr-2 at.% Nb) and GRCop-84 (Cu-8 at.% Cr-4 at.% Nb) alloys.,text
204,20190033311,1,Cu-8 at.% Cr-4 at.% Nb,GRCop-84,,,,,,SLM,Text,specifically GRCop-42 (Cu-4 at.% Cr-2 at.% Nb) and GRCop-84 (Cu-8 at.% Cr-4 at.% Nb) alloys.,text
205,20190033311,1,Cu-1 Cr-0.15 Zr,C-18150,,,,,,,Text,"such as NARloy-Z and C-18150 (Cu-1 Cr-0.15 Zr) [1,2,3,4].",text
206,20190033311,2,,GRCop-42,,,,Ranges from ~350 W/m·K at 0°C to ~290 W/m·K at 1000°C (from graph),,,Fig. 2. Thermal Conductivity of Wrought GRCop Alloys and Pure Cu,"The conductivity of the wrought (non-AM) GRCop-84 and GRCop-42 materials are compared in Fig. 2.
420
Cu
400
y
vit 380
u
cti
360 GRCop-42
o n
d
m
K)
340 L G o R w C o F p e -84 GRCop-42
m al C ( W/
320
h
er
300 GRCop-84
T
280
260
0 200 400 600 800 1000
2
Temperature
(°C)",table
207,20190033311,2,0.5x Cr Nb content of GRCop-84,GRCop-42,,,,,,,Text,"With only half the Cr Nb content of GRCop-84, this was expected.",text
208,20190033311,2,,GRCop-84,,,,Ranges from ~300 W/m·K at 0°C to ~250 W/m·K at 1000°C (from graph),,,Fig. 2. Thermal Conductivity of Wrought GRCop Alloys and Pure Cu,"The conductivity of the wrought (non-AM) GRCop-84 and GRCop-42 materials are compared in Fig. 2.
420
Cu
400
y
vit 380
u
cti
360 GRCop-42
o n
d
m
K)
340 L G o R w C o F p e -84 GRCop-42
m al C ( W/
320
h
er
300 GRCop-84
T
280
260
0 200 400 600 800 1000
2
Temperature
(°C)",table
209,20190033311,2,2x Cr Nb content of GRCop-42,GRCop-84,,,,,,,Text,"With only half the Cr Nb content of GRCop-84, this was expected.",text
210,20190033311,2,,GRCop-84,,,,,,SLM,Text,"GRCop-84 is the most common alloy, having completed substantial process and property development using SLM under the LCUSP program.",text
211,20190033311,2,,GRCop alloys,,retains at least 50% of its tensile strength after 100 hours at 1050 °C,,,,,Text,the alloys retain at least half their tensile strength when exposed up to 1050 °C for 100 hours.,text
212,20190033311,4,"Cr 3.1 – 3.4 Wt %, Nb 2.7 – 3.0 Wt %, Fe Target <50 ppm, O Target <400 ppm, Al <50 ppm, Si <50 ppm, Cu Balance, Cr:Nb Ratio 1.12 – 1.15",GRCop-42,,,,,,,Table 1,"Table 1. Powder chemistry comparison of GRCop-
42 with GRCop-84.

Element GRCop-42 Wt % GRCop-84 Wt %
Cr 3.1 – 3.4 6.2 – 6.8
Nb 2.7 – 3.0 5.4 – 6.0
Fe Target <50 ppm Target <50 ppm
O Target <400 ppm Target <400 ppm
Al <50 ppm <50 ppm
Si <50 ppm <50 ppm
Cu Balance Balance
Cr:Nb Ratio 1.12 – 1.15 1.12 – 1.15",table
213,20190033311,4,"Cr 6.2 – 6.8 Wt %, Nb 5.4 – 6.0 Wt %, Fe Target <50 ppm, O Target <400 ppm, Al <50 ppm, Si <50 ppm, Cu Balance, Cr:Nb Ratio 1.12 – 1.15",GRCop-84,,,,,,,Table 1,"Table 1. Powder chemistry comparison of GRCop-
42 with GRCop-84.

Element GRCop-42 Wt % GRCop-84 Wt %
Cr 3.1 – 3.4 6.2 – 6.8
Nb 2.7 – 3.0 5.4 – 6.0
Fe Target <50 ppm Target <50 ppm
O Target <400 ppm Target <400 ppm
Al <50 ppm <50 ppm
Si <50 ppm <50 ppm
Cu Balance Balance
Cr:Nb Ratio 1.12 – 1.15 1.12 – 1.15",table
214,20190033311,4,,GRCop,99.2% minimum,,,,,SLM prior to Hot Isostatic Pressing (HIPing),Text,"A minimum density of 99.2%, and in many cases higher, was achieved by SLM prior to a Hot Isostatic Pressing (HIPing) operation.",text
215,20190033311,4,,GRCop-42,,"UTS = 265 MPa @ room temperature, YS = 153 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 1 -325 without fines 265 153 8.7",table
216,20190033311,4,,GRCop-42,,"UTS = 234 MPa @ room temperature, YS = 137 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 1 -270 without fines 234 137 7.2",table
217,20190033311,4,,GRCop-42,,"UTS = 359 MPa @ room temperature, YS = 173 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 1 -325 with fines 359 173 32.5",table
218,20190033311,4,,GRCop-42,,"UTS = 342 MPa @ room temperature, YS = 186 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 2 -325 without fines 342 186 21.3",table
219,20190033311,4,,GRCop-42,,"UTS = 419 MPa @ room temperature, YS = 218 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 2 -325 with fines 419 218 28.4",table
220,20190033311,4,,GRCop-42,,"UTS = 355 MPa @ room temperature, YS = 182 MPa @ room temperature",,,,SLM,Table 2,"Table 2. Mechanical characterization summary of
GRCop-42 with various powder sizes.

Powder Size Tensile Yield Elong.
Source (mesh) (MPa) (MPa) (%)
Vendor 3 -325 without fines 355 182 25.4",table
221,20190033311,5,,GRCop-84,,"UTS = 368 MPa, YS = 197 MPa",,,,Extruded,Table 3,GRCop-84 Extruded 368 197 27,table
222,20190033311,5,,GRCop-84,,"UTS = 390 MPa, YS = 208 MPa",,,,SLM (M2 machine),Table 3,"GRCop-84 SLM, M2 390 208 30",table
223,20190033311,5,,GRCop-42,,"UTS = 354 MPa, YS = 200 MPa",,,,Extruded,Table 3,GRCop-42 Extruded 354 200 30,table
224,20190033311,5,,GRCop-42,,"UTS = 359 MPa, YS = 173 MPa @ 20 °C",,,,SLM (M2 machine),Table 3,"GRCop-42 SLM, M2 359 173 32.2",table
225,20190033311,5,,GRCop-42,,"UTS = 355 MPa, YS = 172 MPa @ 20 °C",,,,SLM (M400 machine),Table 3,"GRCop-42 SLM, M400 355 172 33.6",table
226,20190033311,6,,GRCop-84,,UTS = approximately 415 MPa @ 20°C,,,,SLM,Fig. 8 and text,Fig. 8. Ultimate Tensile Strength vs Temperature of SLM GRCop-84/-42. While the SLM GRCop-84 exhibits an average of 8% higher ultimate strength at 20°C...,table
227,20190033311,6,,GRCop-84,,YS = approximately 215 MPa @ 20°C,,,,SLM,Fig. 9 and text,Fig. 9. 0.2% Yield Strength vs Temperature of SLM GRCop-84/-42. While the SLM GRCop-84 exhibits an average of 14% higher yield strength at 20-400°C...,table
228,20190033311,6,,GRCop-42,,UTS = approximately 385 MPa @ 20°C,,,,SLM,Fig. 8 and text,Fig. 8. Ultimate Tensile Strength vs Temperature of SLM GRCop-84/-42. ...the SLM GRCop-42 has similar strength above 200°C.,table
229,20190033311,6,,GRCop-42,,YS = approximately 190 MPa @ 20°C,,,,SLM,Fig. 9 and text,Fig. 9. 0.2% Yield Strength vs Temperature of SLM GRCop-84/-42. ...the SLM GRCop-42 has similar strength above 600°C.,table
230,20190033311,6,,GRCop-84,,UTS = approximately 500 MPa,,,,"SLM, MSFC HIP",Fig. 7,Fig. 7. Stress-Strain curve of SLM GRCop-42/-84 showing HIP and un-HIP conditions. (Data from 'GRCop-84 - MSFC HIP' curve),table
231,20190033311,6,,GRCop-42,,UTS = approximately 400 MPa,,,,"SLM, MSFC HIP",Fig. 7,Fig. 7. Stress-Strain curve of SLM GRCop-42/-84 showing HIP and un-HIP conditions. (Data from 'GRCop-42 - MSFC HIP' curve),table
232,20190033311,6,,GRCop-84,,UTS = approximately 550 MPa,,,,"SLM, MSFC No HIP",Fig. 7,Fig. 7. Stress-Strain curve of SLM GRCop-42/-84 showing HIP and un-HIP conditions. (Data from 'GRCop-84 - MSFC No HIP' curve),table
233,20190033311,6,,GRCop-42,,UTS = approximately 300 MPa,,,,"SLM, M400 Vendor No HIP",Fig. 7,Fig. 7. Stress-Strain curve of SLM GRCop-42/-84 showing HIP and un-HIP conditions. (Data from 'GRCop-42 - M400 Vendor No HIP' curve),table
234,20190033311,6,,GRCop-42,,UTS = approximately 350 MPa,,,,"SLM, M400 Vendor HIP",Fig. 7,Fig. 7. Stress-Strain curve of SLM GRCop-42/-84 showing HIP and un-HIP conditions. (Data from 'Grcop-42 - M400 Vendor HIP' curve),table
235,20190033311,7,,SLM GRCop-42,,,,,,SLM,Fig. 10,Fig. 10. Elongation vs Temperature of SLM GRCop-84/-42.,table
236,20190033311,7,,SLM GRCop-42,,,,ranging from approximately 290 W/m·K at 0 °C to 100-110 W/m·K at 800 °C,,SLM,Fig. 12,Fig. 12. Thermal Conductivity vs Temperature of SLM GRCop-84/-42.,table
237,20190033311,7,,SLM GRCop-84,,,,,,SLM,Fig. 10,Fig. 10. Elongation vs Temperature of SLM GRCop-84/-42.,table
238,20190033311,7,,SLM GRCop-84,,,,ranging from approximately 270 W/m·K at 0 °C to 80-90 W/m·K at 800 °C,,SLM,Fig. 12,Fig. 12. Thermal Conductivity vs Temperature of SLM GRCop-84/-42.,table
239,20190033311,7,,"GRCop-42, GRCop-84",,,,GRCop-42 demonstrated a 5-8% higher conductivity than GRCop-84,,SLM,Text,Thermal conductivity was also measured with the SLM samples and as-expected the GRCop-42 demonstrated a 5-8% higher conductivity than the GRCop-84 (Fig. 12).,text
240,20190033311,9,,Bimetallic Inconel 625 / GRCop base alloy,,,,,,"Bimetallic fabrication (e.g., EBF3, blown powder method); shrinkage of throat and overall length: nearly 10% observed in some development chambers; 3-9% with blown powder method",Text,"Several lessons were learned during the bimetallic development, including deposition toolpath strategy, proper diffusion and mixing of the Inconel 625 and GRCop base alloy, and shrinkage of the throat and overall length. In some development chambers, nearly 10% shrinkage was observed. The EBF3 used the highest heat input with the electron energy source, but required high heat to achieve good penetration of the Inconel 625 into the copper [22]. The blown powder did provide some reduction in heat with less distortion, but chambers still experienced 3-9% shrinkage.",text
241,20190033311,10,,SLM GRCop-42,,,,,,,Text,"Sustained peak wall temperatures were demonstrated up to 727°C (1,340 °F) on the SLM GRCop-42 liners.",text
242,20190033311,10,,GRCop-42,,,,,,,Text,Some liners from industry partners were fabricated with 50% reduction in surface roughness (indicated by profilometer and optical measurements) that resulted in a more than 20% reduction in coolant pressure drop.,text
243,20190033311,12,,,,,,5-8% higher than SLM GRCop-84,,SLM,Text,SLM GRCop-42 offers 5-8% higher conductivity over SLM GRCop-84,text
244,20190033311,13,Cu-8Cr-4Nb,GRCop-84,,,,,,,Text [6],Oxidation Behavior of GRCop-84 (Cu-8Cr-4Nb) at Intermediate and High Temperatures.,text
